id	tgt_text
65017	▁i ▁look ▁over ▁the ▁hu ge ▁val le y ▁and ▁echo es
65023	▁a ▁place ▁where ▁you ▁can ▁meet ▁the ▁vas t ▁natur e ▁that ▁take s ▁care ▁of ▁your ▁body ▁and ▁mind ▁tired ▁of ▁the ▁heat
65046	▁the ▁depth ▁of ▁water ▁is ▁perfect ly ▁deep ▁for ▁div ing
65157	▁cut ▁the ▁water me lon ▁take n ▁out ▁of ▁the ▁natural ▁refrigerator ▁of ▁the ▁val le y ▁water
65162	▁i ▁think ▁the ▁broth ▁play s ▁a ▁big ▁role
65252	▁it ▁is ▁season ed ▁with ▁salt ed ▁se same ▁fish ▁sa uce ▁and ▁se same ▁ oil ▁a long ▁with ▁bean ▁sprout s ▁that ▁add ▁crunch y ▁texture
65258	▁when ▁in h al ing ▁make ▁your ▁stomach ▁full ▁so ▁that ▁your ▁na ve l ▁slight ly ▁prot rude s
65322	▁tradition al ▁tha i ▁taste ▁that ▁spread s ▁in ▁your ▁mouth ▁it ▁would ▁be ▁great ▁i f ▁i ▁could ▁have ▁just ▁one ▁bit e ▁too
65335	▁f ried ▁in s ects ▁with ▁the ir ▁sav ory ▁taste ▁and ▁cris py ▁texture ▁are ▁consider ed ▁one ▁of ▁the ▁representative ▁street ▁foods ▁of ▁the ▁night ▁market
65369	▁dont ▁p ush ▁sir ▁im ▁here ▁to ▁check ▁i f ▁you ▁can ▁pay ▁your ▁taxes
65420	▁this ▁village ▁call ed ▁na do hang ▁look s ▁like ▁the ▁appear ance ▁of ▁korea ▁in ▁the ▁six ties ▁and ▁sevent ies
65427	▁even ▁i f ▁hes ▁not ▁good ▁enough ▁he ▁put s ▁pepper s ▁to ma to ▁and ▁cho pped ▁pap ay a ▁and ▁crush es ▁them ▁all ▁together
65511	▁i ▁cant ▁help ▁it ▁ok ay ▁see ▁you ▁later ▁at ▁home
65537	▁its ▁hard ▁to ▁make ▁day ▁by ▁day ▁living
65544	▁we ▁have ▁today ▁as ▁our ▁open ing ▁day
65608	▁these ▁whi te ▁hy d range as ▁are ▁ very ▁clean ▁and ▁ very ▁beautiful
65686	▁the ▁area ▁is ▁about ▁1100 ▁sq
65847	▁thats ▁my ▁concern ▁i ▁consider ▁that ▁my ▁study
65895	▁i f ▁you ▁beat ▁it ▁like ▁this ▁and ▁then ▁like ▁this ▁you ▁can ▁boost ▁your ▁i mmunity ▁in ▁a ▁healthy ▁way
65909	▁she ▁has ▁a ▁nice ▁skin
65915	▁yes ▁it ▁does ▁one ▁of ▁the ▁comp one t ns ▁of ▁mil k ▁is ▁try p to phan
65920	▁and ▁mil k ▁fat ▁is ▁most ly ▁essential ▁fat ty ▁acid s ▁whi ch ▁prevent ▁fat ▁from ▁accumulat ing
65975	▁i ▁usual ly ▁s pend ▁time ▁at ▁home ▁a ▁lot
65987	▁all ▁you ▁need ▁to ▁do ▁is ▁mix ▁a ▁cup ▁of ▁water ▁with ▁a ▁cup ▁of ▁vi nega r
65988	▁prote in ▁that ▁has ▁be en ▁press ed ▁on ▁for ▁a ▁long ▁time ▁m ight ▁not ▁come ▁off ▁so ▁easily
66031	▁first ▁i f ▁the ▁ratio ▁of ▁ nega tive ▁and ▁positiv e ▁i ons ▁in ▁the ▁at m osp here ▁change s ▁the ▁secret ion ▁of ▁se rot onin ▁a ▁hormone ▁that ▁make s ▁you ▁feel ▁good ▁is ▁reduced
66044	▁what ▁does ▁this ▁mean ▁this ▁is nt ▁your ▁job
66071	▁it ▁does nt ▁look ▁like ▁that ▁at ▁all
66085	▁i ▁always ▁think ▁her ▁say ing ▁things ▁to ▁her ▁husband ▁is ▁how ▁she ▁release s ▁her ▁stress
66132	▁its ▁an ▁art ▁real ly ▁it ▁a lso ▁appeared ▁on ▁the ▁scr een ▁but ▁it ▁is ▁said ▁that ▁there ▁are ▁more ▁than ▁f ive ▁thousand ▁sound ▁effects ▁in ▁one ▁film
66137	▁the ▁moment ▁i ▁open ▁my ▁eye s ▁in ▁the ▁morning ▁i ▁kne w ▁that ▁today ▁was ▁the ▁last ▁day ▁of ▁jun e ▁202 0 ▁is ▁pass ing ▁by ▁like ▁this
66210	▁be side s ▁it ▁is ▁the ▁best ▁garden ▁recognize d ▁by ▁the ▁city ▁it ▁was ▁nice ▁to ▁see ▁the ▁beautiful ▁work ▁of ▁the ▁two ▁of ▁them
66232	▁but ▁all ▁of ▁these ▁are ▁the ▁one s ▁to ▁throw ▁away
66251	▁they ▁are ▁char d ▁and ▁six ▁kind s ▁of ▁other ▁green s
66335	▁let s ▁give ▁the ▁lower ▁body ▁strength ▁this ▁is ▁our ▁go al ▁to ▁make ▁the ▁lower ▁body ▁strong
66336	▁he ▁bu mp ed ▁in to ▁a ▁small ▁st one ▁and ▁fe ll ▁but ▁his ▁p el vis ▁was ▁broken ▁and ▁had ▁surgery
66364	▁i ▁we nt ▁to ▁the ▁hospital ▁because ▁i ▁hear d ▁that ▁fo am ▁in ▁the ▁ur ine ▁is ▁bad
66447	▁mom ▁why
66468	▁for ▁a ▁good ▁ab alone ▁the ▁f lesh ▁should ▁be ▁firm ▁to ▁the ▁exten t ▁that ▁is ▁comes ▁out ▁of ▁the ▁shell
66584	▁i ▁could ▁see ▁how ▁the ▁couple ▁love ▁each ▁other ▁so ▁much
66595	▁im ▁going ▁to ▁make ▁chew y ▁tofu ▁ste ak ▁full ▁of ▁prote in ▁by ▁add ing ▁chi d ken ▁brea st ▁to ▁the ▁fro zen ▁tofu
66597	▁place ▁well washed ▁tofu ▁in ▁an ▁air tight ▁container ▁and ▁pour ▁the ▁water ▁about ▁half ▁size ▁of ▁the ▁container ▁and ▁free ze ▁it
66604	▁make ▁ sure ▁not ▁to ▁get ▁we t ▁while ▁clean ing ▁the ▁mus h rooms
66687	▁punish ▁more ▁strong ly ▁when ▁driv ing ▁under ▁the ▁in flu ence ▁of ▁alcohol ▁and ▁there ▁should ▁never ▁be ▁a ▁reduction ▁in ▁sentence s ▁du e ▁to ▁drinking
66753	▁that ▁she ▁had ▁the ▁ ability ▁to ▁deal ▁with ▁early ▁symptoms ▁right ▁away
66757	▁i ▁see ▁as ▁you ▁sa w ▁in ▁the ▁video ▁the ▁lady ▁suddenly ▁got ▁para lyze d ▁while ▁was hing ▁her ▁face
66774	▁so ▁the ▁medicine ▁call ed ▁the ▁de er ▁an tlers ▁basic ally ▁has ▁a ▁lot ▁to ▁do ▁with ▁blood
66795	▁thats ▁right ▁no ▁matter ▁how ▁hot ▁it ▁is ▁you ▁should ▁never ▁wear ▁a ▁mask ▁down ▁your ▁chin
66850	▁we ▁want ▁to ▁live ▁in ▁a ▁han ok ▁no ▁matter ▁what ▁now ▁were ▁going ▁to ▁meet ▁the ▁innovati ve ▁trouble shoot er ▁what ▁news ▁do ▁you ▁have ▁today
66866	▁so ▁the ▁ micro organi sm s ▁stimulate ▁the ▁blood ▁circu lation ▁and ▁en hance ▁the ▁metaboli sm
66873	▁i ▁dont ▁think ▁i ▁can ▁sleep ▁dont ▁i ▁look ▁g loss y
66894	▁ab solut ely ▁because ▁it ▁has ▁a ▁lot ▁of ▁i od ine ▁it ▁purifie s ▁the ▁blood ▁and ▁is ▁good ▁for ▁dieting ▁and ▁metaboli sm
66898	▁have ▁you ▁tri ed ▁it ▁yourself ▁like ▁that
66907	▁there s ▁a ▁reason ▁why ▁they ▁ga ve ▁it ▁to ▁us ▁for ▁free ▁one ▁piece ▁of ▁c ake ▁is ▁never ▁enough
66927	▁you ve ▁just ▁show ed ▁us ▁how ▁to ▁keep ▁the ▁in test ines ▁healthy ▁with ▁mu g wort ▁is ▁there ▁any ▁other ▁way ▁for ▁in test ines ▁health ▁in ▁summer
66943	▁everyone ▁in ▁your ▁family ▁is ▁do ung ▁music
66969	▁they ▁ga ve ▁me ▁strength ▁when ▁i ▁was ▁hav ing ▁a ▁hard ▁time
66986	▁let s ▁start ▁t ues day ▁full ▁of ▁vita lity ▁with ▁live ▁info ▁plaza ▁hello ▁this ▁is ▁kim ▁ho jin
67004	▁remember ▁that ▁drinking ▁enough ▁water ▁is ▁the ▁most ▁important ▁in ▁this ▁we ather ▁when ▁you ▁are ▁sweat ing ▁a ▁lot ▁even ▁i f ▁you ▁are ▁still
67023	▁but ▁when ▁they re ▁in ▁group s ▁they ▁can ▁do ▁something ▁so ▁he in ous ▁that ▁its ▁real ly ▁hard ▁to ▁imagine
67029	▁as ▁there ▁are ▁more ▁non contact ▁c y ber space ▁students ▁cur s e ▁and ▁dam n ▁a ▁lot ▁to ▁make ▁it ▁worse ▁even ▁a ▁violen t ▁club ▁is ▁made
67082	▁its ▁not ▁real ly ▁a ▁big ▁deal ▁but ▁people ▁are ▁ very ▁p uzz led ▁is ▁it ▁the ▁way
67181	▁well ▁it ▁look s ▁like ▁a ▁plate ▁the ▁flower ▁the ▁pe tal ▁is ▁it ▁a ▁ho lly hock ▁because ▁it ▁look s ▁like ▁a ▁plate
67285	▁thats ▁right ▁in ▁the ▁fall
67395	▁so ▁e special ly ▁in ▁summer ▁it ▁would ▁be ▁better ▁to ▁wear ▁a ▁b lack ▁one ▁than ▁a ▁whi te ▁one
67463	▁they ▁dont ▁lend ▁things ▁like ▁that
67523	▁one ▁two ▁three ▁and ▁four ▁well ▁do ▁this ▁four ▁times
67532	▁this ▁is ▁a ▁trap ezi us ▁muscle ▁exercise ▁real ly ▁you ▁p ush ▁this ▁neck ▁as ▁much ▁as ▁you ▁can ▁raise ▁your ▁shoulder s ▁and ▁stretch ▁them ▁out ▁like ▁this
67557	▁my ▁grandmother ▁does ▁that ▁while ▁watching ▁tv
67576	▁its ▁just ▁so ▁perfect
67585	▁i ▁gues s ▁your e ▁hav ing ▁healthy ▁meal s ▁look ▁at ▁them
67604	▁since ▁you ▁said ▁we ▁should ▁touch ▁it ▁is ▁there ▁a ▁way ▁to ▁self diagnose ▁the ▁disease ▁at ▁home
67630	▁i f ▁you ▁look ▁here ▁the ▁fru its ▁are ▁hung ▁inside ▁like ▁a ▁mango
67719	▁in ▁accord ▁with ▁the ▁characteristic s ▁of ▁the ▁clima te ▁the ▁product s ▁are ▁ very ▁sweet ▁and ▁delicious
67729	▁what ▁are ▁you ▁doing ▁now
67769	▁i ▁am ▁g rate ful ▁to ▁those ▁who ▁trust ▁me ▁and ▁hold ▁me ▁when ▁im ▁not ▁ such ▁a ▁trust worth y ▁person
67798	▁peac hes ▁are ▁real ly ▁delicious
67827	▁its ▁a ▁defect ive ▁one ▁it ▁has ▁a ▁hand mark ▁here ▁since ▁its ▁so ▁soft ▁it ▁get s ▁a ▁hand mark ▁i f ▁you ▁press ▁it
67830	▁its ▁because ▁the ▁we ght ▁is ▁different ▁it ▁comes ▁out ▁automatically
67857	▁how ▁do ▁you ▁make ▁a ▁pot
67878	▁i ▁sa w ▁that ▁when ▁they ▁were ▁doing ▁it ▁together ▁they ▁were ▁in ▁harmony ▁like ▁an ▁idol ▁group ▁dancing
67928	▁he y ▁thats ▁why ▁your e ▁still ▁unemploy ed ▁to ▁open ▁a ▁business ▁business ▁license ▁tax ▁office
67935	▁they re ▁ very ▁old ▁friends
68054	▁what s ▁that
68090	▁in ▁order ▁to ▁get ▁ such ▁good ▁agricultur al ▁product s ▁the ▁first ▁thing ▁is ▁good ▁seed s ▁so ▁because ▁of ▁that ▁good ▁seed ▁it ▁become s ▁a ▁good ▁agricultur al ▁product
68135	▁where ▁did ▁you ▁learn ▁all ▁this
68162	▁pregnan t ▁wom en ▁will ▁real ly ▁need ▁it ▁more ▁of ▁course ▁eco friend ly ▁agricultur al ▁product s ▁are ▁the ▁best ▁for ▁everyone
68210	▁you ▁are ▁more ▁like ly ▁to ▁be ▁in fected ▁how ever ▁in ▁order ▁to ▁help ▁slow ▁down ▁the ▁spread ▁of ▁covid 19 ▁any ▁symptoms
68256	▁i ▁gues s ▁they ▁are ▁la ying ▁eggs ▁again
68282	▁you ▁cant ▁go ▁overseas ▁because ▁of ▁covid 19 ▁so ▁you ▁can ▁feel ▁the ▁ex otic ▁at m osp here ▁near ▁your ▁house
68310	▁what ▁is ▁it ▁a mong ▁food
68324	▁i ▁think ▁it ▁will ▁feel ▁like ▁were ▁on ▁va cation ▁i f ▁we ▁make ▁simpl e ▁food ▁ such ▁as ▁pi zza ▁at ▁home
68332	▁im ▁ho ng ▁cho ▁rong
68409	▁there ▁were ▁man y ▁reason s ▁then ▁what ▁should ▁be ▁done ▁to ▁regain ▁the ▁lo st ▁appetite
68418	▁is ▁this ▁the ▁place ▁that ▁was ▁original ly ▁in ▁chung mu ro
68426	▁its ▁right ▁ac ross ▁the ▁street
68433	▁it ▁is ▁a ▁class ▁that ▁provide s ▁both ▁hands on ▁practic al ▁and ▁the ore tical ▁class es ▁to ▁young ▁people
68442	▁these ▁are ▁piece s ▁of ▁art ▁made ▁from ▁re cycl ed ▁paper
68443	▁but ▁these ▁days ▁as ▁ such ▁industri es ▁have ▁weak en ed ▁a ▁lot ▁so ▁i ▁decide d ▁to ▁put ▁on ▁an ▁exhibition ▁in ▁the ▁hope s ▁that ▁it ▁would ▁be ▁of ▁some ▁help
68463	▁thats ▁right ▁in ▁particular ▁the ▁print ▁ ground ▁where ▁you ▁can ▁enjoy ▁art ▁and ▁have ▁coffee
68543	▁you ▁look ▁so ▁healthy ▁i ▁gues s ▁thats ▁why ▁they ▁become ▁farm ers ▁return ▁to ▁the ir ▁home town ▁and ▁become ▁fisher s ▁you ▁said ▁you d ▁do ▁everything ▁together
68548	▁then ▁they ▁will ▁sub scribe
68559	▁i ▁gues s ▁the ▁business ▁regi st ration ▁is ▁divi d ed ▁in to ▁c ateg ories ▁what ▁are ▁these ▁tax ▁and ▁tax exempt ▁business es ▁then
68622	▁one ▁tree ▁and ▁one ▁plant ▁is ▁a ▁great ▁help ▁to ▁save ▁the ▁earth
68661	▁rud s ▁and ▁ga ill ardi as ▁are ▁on ▁the ▁field
68675	▁there s ▁something ▁you ▁cant ▁see ▁i f ▁you ▁dont ▁watch ▁it ▁now ▁would ▁you ▁like ▁to ▁come ▁over ▁here
68712	▁i ▁want ed ▁to ▁live ▁a ▁little ▁more ▁leisure ly ▁both ▁mentally ▁and ▁financial ly ▁i ▁strong ly ▁want ed ▁to ▁leave ▁and ▁take ▁care ▁of ▁my ▁mind
68739	▁so ▁this ▁year ▁i ▁harv est ed ▁as ▁much ▁as ▁i ▁could ▁share ▁with ▁my ▁sons
68750	▁he ▁said ▁he d ▁rather ▁make ▁a ▁green house ▁or ▁cafe ▁with ▁glass
68768	▁i f ▁you ▁look ▁at ▁it ▁its ▁short er ▁than ▁usual ▁radish es ▁and ▁its ▁ very ▁soft
68773	▁what s ▁the ▁difference ▁be twe en ▁young ▁c abb age ▁and ▁young ▁radish
68779	▁those ▁parts ▁are ▁just ▁to ugh ▁and ▁not ▁ edibl e ▁so ▁you ▁can ▁just ▁cut ▁them ▁away
68979	▁i ▁was ▁a ▁girl ▁then ▁i ▁dream ed ▁to ▁do ▁something ▁like ▁this ▁at ▁that ▁time
68985	▁with ▁one ▁hand ▁hit ▁right ▁hit ▁twice ▁hit ▁the ▁ front ▁twice
69073	▁yes
69133	▁i ▁was ▁a ▁member ▁of ▁the ▁ national ▁team ▁from ▁201 4 ▁to ▁201 6
69171	▁it ▁seem s ▁that ▁the ▁professor s ▁eye ▁for ▁recogniz ing ▁talent ed ▁people ▁is ▁real ly ▁great
69218	▁its ▁call ed ▁a ▁half
69293	▁no ▁matter ▁how ▁much ▁you ▁tap ▁it ▁the ▁moist ure ▁won t ▁be ▁abs or bed ▁and ▁it ▁can ▁va nish ▁in to ▁the ▁air ▁then ▁your ▁skin ▁will ▁be ▁de hydrate d
69344	▁those ▁are ▁good ▁ingredient s ▁too
69359	▁when ▁i ▁a lso ▁did nt ▁know
69577	▁there ▁has ▁never ▁be en ▁ such ▁a ▁travel ▁destination ▁as ▁this ▁before ▁is ▁this ▁vietnam ▁is ▁it ▁heaven ▁please ▁look ▁for ward ▁to ▁it
69585	▁i f ▁you ▁look ▁down ▁now ▁you ▁can ▁see ▁the ▁forest ▁right ▁can ▁you ▁see ▁the ▁water ▁over ▁there ▁how ▁high ▁do ▁you ▁think ▁it ▁will ▁be ▁here ▁from ▁that ▁water
69690	▁is ▁there ▁an ▁aqua ri um
69707	▁it ▁was ▁complete ly ▁ruined
69814	▁you ▁work ed ▁hard ▁all ▁day ▁today
69828	▁i ▁just ▁keep ▁it ▁the ▁same ▁as ▁when ▁i ▁wear ▁it ▁thats ▁how ▁it ▁can ▁get ▁washed
69864	▁when ▁we ▁got ▁married ▁she ▁did nt ▁say ▁much ▁about ▁the ▁debt ▁but ▁i ▁did nt ▁know ▁how ▁much ▁debt ▁she ▁had
69879	▁they ▁look ▁like ▁the ▁suc cul ent s ▁that ▁she ▁is ▁raising
69925	▁that ▁would ▁mean ▁that ▁they ▁would ▁have ▁to ▁work ▁the ▁rest ▁of ▁the ir ▁lives
69992	▁bong yang ▁station ▁is ▁the ▁last ▁stop ▁of ▁the ▁chung buk ▁line
70003	▁in ▁addition ▁you ▁can ▁enjoy ▁zi p ▁lines ▁and ▁a ▁cru ise ▁ship ▁at ▁ cheong p ung ho ▁ lake ▁namha n gang ▁river ▁so ▁please ▁do ▁not ▁miss ▁them ▁on ▁your ▁trip ▁to ▁jecheon
70013	▁in ▁jecheon ▁yang n yeong ▁market ▁was ▁established ▁in ▁the ▁joseon ▁dynasty ▁and ▁it ▁is ▁still ▁the ▁center ▁of ▁distribut ion ▁of ▁medicin al ▁herbs
70073	▁can ▁i ▁dip ▁and ▁try ▁it ▁its ▁like ▁salt ▁cry stal s
70127	▁there ▁are ▁man y ▁product s ▁that ▁can ▁on ly ▁be ▁found ▁in ▁sing ap ore ▁ such ▁as ▁zoo them ed ▁good s ▁that ▁sing ap ore ▁is ▁pro ud ▁of ▁and ▁per anak an ▁a ▁mixed ▁cultur e ▁of ▁china ▁and ▁malaysia
70154	▁or ▁i f ▁you ▁go ▁like ▁11 12 ▁each ▁day ▁you ▁need ▁three ▁night s ▁and ▁four ▁days ▁or ▁four ▁night s ▁and ▁f ive ▁days ▁right
70159	▁ill ▁definit ely ▁put ▁one ▁on ▁my ▁buck et ▁list
70162	▁m tm ▁sounds ▁too ▁much
70243	▁today ▁full ▁of ▁special ties ▁i ▁am ▁even ▁more ▁look ing ▁for ward ▁to ▁eating ▁at ▁my ▁parents ▁house
70262	▁always ▁affect ion ate ▁daughter s ▁the ▁father s ▁pride ▁in ▁his ▁daughter ▁continued
70264	▁when ▁you ▁look ▁at ▁the ▁salt ▁farm ▁you ▁just ▁p ush ▁them ▁but ▁you ▁cant ▁do ▁that ▁today ▁can ▁you
70274	▁is ▁it ▁sweet
70488	▁let s ▁check ▁it ▁out ▁right ▁now
70491	▁let ▁me ▁introduce ▁today s ▁first ▁master l ▁leav ing ▁the ▁ tuna ▁beh ind ▁for ▁a ▁while
70513	▁we ▁have ▁ tuna ▁su shi ▁for ▁lun ch ▁today
70523	▁wait ▁a ▁minute
70544	▁i ▁am ▁chef ▁won il ▁le e ▁of ▁complet ion ▁of ▁the ▁rec ipe ▁please ▁give ▁me ▁the ▁ingredient s ▁director
70612	▁you ▁may ▁be ▁wonder ing ▁what ▁that ▁is ▁its ▁your ▁diet
70623	▁i d ▁better ▁practice ▁anti cancer ▁diet ▁start ing ▁today
70653	▁pot ▁rice ▁is ▁difficult
70688	▁i ▁got ▁a ▁re fill
70689	▁i ▁want ▁to ▁eat ▁more ▁what s ▁our ▁second ▁dish
70730	▁jae pil ▁how ▁was ▁today s ▁dish
70731	▁it ▁was ▁delicious ▁dont ▁ask ▁ such ▁an ▁obvious ▁question ▁my ▁answer ▁is ▁car rot ▁fa d ▁word ▁for ▁you ▁bet
70760	▁base d ▁on ▁the ▁basic ▁value ▁of ▁humanit ari anism ▁ such ▁as ▁the ▁elder ly ▁children ▁and ▁youth ▁and ▁multi cultur al ▁famili es ▁we ▁provide ▁help ▁where ver ▁we ▁can
70761	▁i ▁appreciat e ▁you ▁always ▁put ting ▁it ▁in to ▁practice ▁we ▁a lso ▁practice d ▁sharing
70785	▁from ▁sea we ed ▁soup ▁and ▁sti rf ried ▁anchov ies ▁the ▁ nutritio us ▁and ▁tast y ▁side ▁dishes ▁are ▁all ▁pack ed
70849	▁where ▁are ▁you ▁going
70888	▁medic al ▁certificate ▁or ▁acqu aint ances ▁who ▁are ▁well ▁aware ▁of ▁your ▁husband s ▁behavior ▁the ir ▁testimon y ▁can ▁be ▁ev idence
70929	▁i ▁once ▁told ▁him ▁to ▁mix ▁it ▁with ▁em ▁but ▁he ▁did nt ▁do ▁so an ▁eas el ▁us ed ▁at ▁a ▁studi o ▁i ▁pick ed ▁up ▁a ▁piece ▁of ▁p ly wood ▁but ▁he ▁said ▁hes ▁going ▁to ▁get ▁a ▁better ▁one
70950	▁i ▁want ▁to ▁enjoy ▁my ▁life ▁i ▁made ▁this ▁place ▁to ▁have ▁fun
71002	▁he ▁would ▁gambl e ▁with ▁all ▁the ▁money ▁he ▁earn ed
71011	▁he ▁told ▁me ▁to ▁put ▁it ▁all ▁there
71012	▁he ▁would ▁just ▁take ▁it ▁all ▁when ▁i ▁was ▁the ▁one ▁who ▁cho pped ▁the ▁ wood
71020	▁why ▁dont ▁you ▁two ▁share ▁some ▁things
71099	▁jun e ▁198 1
71140	▁the ▁healthy ▁one ▁was ▁relax ing
71273	▁i ▁thought ▁of ▁try ing ▁it ▁slow ly ▁even ▁though ▁my ▁legs ▁hur t ▁so ▁i ▁was ▁practic ing
71276	▁what ▁has ▁changed ▁for ▁the ▁challenger s ▁look ing ▁at ▁the ir ▁face ▁it ▁seem s ▁they re ▁alright
71278	▁jeon ▁young ▁hyes ▁bone ▁d en sity ▁level ▁has ▁improved ▁significantly
71404	▁so ▁its ▁a lso ▁call ed ▁as ▁vegetable ▁ est ro gen ▁it ▁a lso ▁help s ▁improve ▁cold ness ▁one ▁of ▁the ▁symptoms ▁of ▁menopause
71409	▁last ly ▁put ▁the ▁pick led ▁per illa ▁leave s ▁full ▁of ▁husband s ▁love ▁in to ▁a ▁bow l ▁then ▁the ▁i mmunity ▁dish ▁that ▁break s ▁down ▁clim acteri c ▁syn d ro me ▁is ▁complete
71416	▁ill ▁have ▁to ▁hand ▁its ▁tail ▁to ▁a ▁wom an ▁from ▁now ▁on
71428	▁the ▁most ▁important ▁thing ▁about ▁health ▁management ▁is ▁that ▁it ▁make s ▁you ▁feel ▁excited ▁so ▁im ▁going ▁toward s ▁the ▁future ▁happily ▁and ▁excited ly ▁a long ▁with ▁music
71436	▁i ▁feel ▁ very ▁tired ▁with ▁menopause ▁coming
71440	▁these ▁days ▁my ▁energ y ▁suddenly ▁disappear s ▁and ▁i ▁get ▁tired ▁from ▁everything ▁more ▁than ▁ever
71453	▁look ▁over ▁there ▁gosh
71460	▁knee ▁pain ▁is ▁worse ▁when ▁going ▁down
71465	▁yes ▁since ▁im ▁busy ▁this ▁is ▁how ▁i ▁eat ▁every day ▁i ▁could nt ▁even ▁have ▁this ▁in ▁the ▁past
71475	▁a ▁life ▁blood ▁test ▁was ▁a lso ▁performed
71480	▁an other ▁problem ▁of ▁eating ▁salt y ▁is ▁that ▁your ▁body ▁swell s ▁because ▁of ▁that ▁salt ▁to xin s ▁form ▁in ▁your ▁body ▁and ▁your ▁kidney s ▁tend ▁to ▁get ▁damaged
71510	▁im ▁get ting ▁energ ize d ▁its ▁good
71515	▁the ▁14 day ▁challenge ▁is ▁final ly ▁over ▁we ▁met ▁the ▁challenger s ▁two ▁weeks ▁later ▁how ▁did ▁the ir ▁health ▁change
71565	▁tell ▁me ▁about ▁it ▁you ▁look ▁so ▁young ▁even ▁at ▁your ▁age
71583	▁i ▁will ▁never ▁for get ▁you ▁and ▁i ▁will ▁always ▁think ▁of ▁you ▁i ▁will ▁come ▁to ▁see ▁you ▁of ten ▁stay ▁comfortable
71624	▁please ▁stop ▁your ▁l ame ▁jo kes
71630	▁after ▁i ▁do ▁this ▁roll ing ▁exerci ze ▁with ▁a ▁pla stic ▁bott le
71636	▁alright ▁i ▁am ▁real ly ▁look ing ▁for ward ▁to ▁eat ▁this ▁rice ▁c ake ▁soup ▁with ▁the ▁per illa ▁seed ▁powder ▁in ▁it
71730	▁seo woos ▁test ▁results ▁and ▁score s ▁general ly ▁improved
71801	▁well ▁ill ▁do ▁the ▁dishes ▁first ▁and ▁i ▁am ▁so ▁thir s ty ▁do ▁you ▁have ▁anything ▁to ▁drink
71822	▁in ▁addition ▁when ▁muscle ▁strength ▁decreases ▁the ▁bas al ▁metaboli c ▁ rate ▁a lso ▁decreases ▁whi ch ▁can ▁lead ▁to ▁cardio vas cular ▁disease
71870	▁huh ▁what ▁is ▁this
71875	▁no ▁matter ▁how ▁much ▁i ▁like d ▁meat ▁it ▁was ▁not ▁enough ▁for ▁my ▁da ily ▁intake ▁so ▁i ▁started ▁tak ing ▁prote in ▁separately
71909	▁when ▁you ▁lose ▁muscle ▁gl uc ose ▁remain s ▁in ▁your ▁blood ▁whi ch ▁lead s ▁to ▁diabetes
71938	▁m s ▁le e ▁my ung ok ▁has ▁twenty one ▁point ▁two ▁of ▁g r ip ▁strength ▁muscle ▁strength ▁has ▁decrease d ▁du e ▁to ▁the ▁function al ▁im balance ▁of ▁the ▁left ▁and ▁right ▁joint s
71941	▁prote in ▁is ▁us ed ▁and ▁depleted ▁the ▁same ▁day ▁after ▁in gestion ▁so ▁consum ing ▁a ▁ certain ▁a mount ▁regular ly ▁every ▁day ▁is ▁important
72023	▁i f ▁my ▁grandmother ▁was ▁a live ▁my ▁grandmother s ▁ raised ▁me ▁i f ▁they ▁were ▁a live ▁i ▁have ▁become ▁a ▁professor ▁you ▁became ▁a ▁teacher ▁they ▁would ve ▁love d ▁it
72049	▁how ever ▁i f ▁ch ronic ▁vag in itis ▁is ▁left ▁un atten d ed ▁it ▁can ▁even ▁threaten ▁life
72056	▁i ▁feel ▁like ▁my ▁stomach ▁is ▁tight ▁and ▁i ▁feel ▁a ▁lot ▁more ▁tired
72098	▁i ▁support ▁your ▁health
72176	▁hye yeon ▁who ▁work s ▁out ▁for ▁at ▁lea st ▁an ▁hour ▁every ▁day ▁no ▁matter ▁how ▁busy ▁she ▁is ▁has ▁a ▁reason ▁for ▁this
72203	▁hes ▁our ▁young est ▁son ▁hello ▁you ▁have ▁to ▁say ▁hello
72223	▁in ▁the ▁case ▁of ▁hye yeon ▁kim ▁the ▁gene tic ▁risk ▁of ▁ga stric ▁cancer ▁was ▁2 2 ▁times ▁higher
72257	▁the ▁healthy ▁person ▁take s ▁a ▁break ▁on ▁a ▁leisure ly ▁after n oon ▁but ▁this ▁time ▁the ▁beauty ▁like s ▁the ▁mirror
72327	▁im ▁worri ed ▁that ▁i f ▁it ▁get s ▁progress ively ▁worse ▁it ▁will ▁lead ▁to ▁osteoporosis
72416	▁how ▁about ▁we ▁make ▁sti rf ried ▁octopuses
72436	▁receiv ing ▁help ▁from ▁a ▁reli able ▁older ▁sister
72439	▁today s ▁main ▁dish ▁is ▁sti rf ried ▁web foot ▁octopuses ▁whi ch ▁my ▁son ▁seon ▁like s ▁the ▁most
72468	▁viewers ▁please ▁take ▁care ▁of ▁your ▁health ▁please ▁check ▁your ▁health ▁in ▁advance ▁i ▁hope ▁you ▁take ▁care ▁of ▁your ▁health
72478	▁i ▁think ▁its ▁him
72503	▁the ▁couple ▁headed ▁to ▁the ▁kitchen ▁as ▁soon ▁as ▁they ▁fin ished ▁talk ing ▁to ▁the ir ▁son ▁on ▁the ▁phone ▁they ▁start ▁to ▁eat ▁something ▁together
